SETTLEMENTDATE,DUID,avg_bid_band_price
2026-03-03,GSTONE4,2085.543
2026-03-03,GSTONE5,2090.8480000000004
2026-03-03,GSTONE6,2090.8480000000004
2026-03-03,GSWF1A,1839.5220000000002
2026-03-03,GSWF1B1,1839.5489999999998
2026-03-03,GULLRSF1,2380.396
2026-03-03,GULLRWF1,2403.4440000000004
2026-03-03,GULLRWF2,2403.4440000000004
2026-03-03,GUNNING1,1753.3830000000003
2026-03-03,GUSF1,2206.377
2026-03-03,GUTHEGA,1907.9899999999998
2026-03-03,HALLWF1,2931.808
2026-03-03,HALLWF2,2914.5170000000003
2026-03-03,HAMISF1,2586.084
2026-03-03,HAUGHT11,2536.239
2026-03-03,HAYMSF1,2660.279
2026-03-03,HBESS1,1724.8845000000001
2026-03-03,HD1WF1,1677.702
2026-03-03,HDWF1,3455.843
2026-03-03,HDWF2,3454.4089999999997
2026-03-03,HDWF3,3454.505
2026-03-03,HEZ1,2338.542
2026-03-03,HILLSTN1,1780.8580000000002
2026-03-03,HPR1,2849.6730000000002
2026-03-03,HUMENSW,2063.448
2026-03-03,HUMEV,2132.2390000000005
2026-03-03,HUNTER1,2144.329
2026-03-03,HUNTER2,2144.3360000000002
2026-03-03,HVWWBA1,728.908
2026-03-03,HVWWPV1,2341.982
2026-03-03,JBUTTERS,1904.9330000000002
2026-03-03,JEMALNG1,1716.9059999999995
2026-03-03,JLA01,5271.556000000001
2026-03-03,JLA02,5271.556000000001
2026-03-03,JLA03,5271.556000000001
2026-03-03,JLA04,5271.556000000001
2026-03-03,JLB01,5271.55
2026-03-03,JLB02,5271.55
2026-03-03,JLB03,5271.55
2026-03-03,JUNEESF1,2252.629
2026-03-03,KABANWF1,1777.8780000000002
2026-03-03,KAREEYA1,1945.395
2026-03-03,KAREEYA2,1945.4150000000002
2026-03-03,KAREEYA3,1945.3849999999998
2026-03-03,KAREEYA4,1945.405
2026-03-03,KARSF1,2156.2249999999995
2026-03-03,KEPSF1,1655.9029999999998
2026-03-03,KEPWF1,1655.9029999999998
2026-03-03,KERNGSP1,2338.578
2026-03-03,KESSB1,2197.22
2026-03-03,KIAMSF1,1442.8319999999999
2026-03-03,KIATAWF1,1998.4649999999997
2026-03-03,KIDSPHG1,51.1
2026-03-03,KIDSPHG2,51.1
2026-03-03,KIDSPHL1,51.1
2026-03-03,KIDSPHL2,51.1
2026-03-03,KINGASF1,1875.0030000000006
2026-03-03,KPP_1,2788.777
2026-03-03,KSP1,1786.503
2026-03-03,LADBROK1,6291.861999999999
2026-03-03,LADBROK2,6291.861999999999
2026-03-03,LANCSF1,1806.462
2026-03-03,LBB1,3582.4679999999994
2026-03-03,LDBESS1,3388.2125
2026-03-03,LEM_WIL,1963.986
2026-03-03,LGAPBS1,3400.840999999999
2026-03-03,LGAPWF1,2364.019
2026-03-03,LGAPWF2,2364.019
2026-03-03,LILYSF1,3682.0600000000004
2026-03-03,LIMBESS1,2589.422
2026-03-03,LIMOSF11,1772.5919999999999
2026-03-03,LIMOSF21,1799.6029999999998
2026-03-03,LI_WY_CA,2000.378
2026-03-03,LKBONNY1,1678.527
2026-03-03,LKBONNY2,1673.809
2026-03-03,LKBONNY3,1678.423
2026-03-03,LK_ECHO,1890.524
2026-03-03,LNGS1,2195.85
2026-03-03,LNGS2,2195.835
2026-03-03,LONSDALE,3551.8089999999997
2026-03-03,LOYYB1,1930.532
2026-03-03,LOYYB2,1930.532
2026-03-03,LVES1,1668.315
2026-03-03,LYA1,1979.038
2026-03-03,LYA2,1979.038
2026-03-03,LYA3,1979.038
2026-03-03,LYA4,1979.038
2026-03-03,MACARTH1,3180.862
2026-03-03,MACKNTSH,1867.239
2026-03-03,MANNSF2,2408.961
2026-03-03,MANNUMB1,1117.049
2026-03-03,MANSLR1,3680.165
2026-03-03,MAPS2PV1,2256.3349999999996
2026-03-03,MAPS3PV1,2252.98
2026-03-03,MARYRSF1,1842.7939999999999
2026-03-03,MBPS2PV1,2226.32
2026-03-03,MCINTYR1,1867.461
2026-03-03,MCKAY1,3499.4309999999996
2026-03-03,MEADOWBK,1991.4190000000003
2026-03-03,MERCER01,2461.4820000000004
2026-03-03,METZSF1,2263.9259999999995
2026-03-03,MEWF1,1844.107
2026-03-03,MIDDLSF1,1737.3970000000002
2026-03-03,MINTARO,4632.816
2026-03-03,MOKOSF1,2281.011
2026-03-03,MOLNGSF1,2105.773
2026-03-03,MOORAWF1,2076.0060000000003
2026-03-03,MOREESF1,1696.839
2026-03-03,MORTLK11,3832.286
2026-03-03,MORTLK12,3832.1160000000004
2026-03-03,MOUSF1,2073.492
2026-03-03,MP1,5019.642999999999
2026-03-03,MP2,5019.642999999999
2026-03-03,MPP_1,3320.2419999999997
2026-03-03,MPP_2,3320.2419999999997
2026-03-03,MREHA1,1048.9825000000003
2026-03-03,MREHA2,1075.8590000000002
2026-03-03,MREHA3,1022.3945000000001
2026-03-03,MRTLSWF1,1835.6510000000003
2026-03-03,MSTUART1,6193.464
2026-03-03,MSTUART2,6193.464
2026-03-03,MSTUART3,6193.464
2026-03-03,MTGELWF1,1858.1560000000002
2026-03-03,MTMILLAR,2418.7799999999997
2026-03-03,MUCRKSF1,1849.3190000000006
2026-03-03,MURRAY,2065.942
2026-03-03,MUSSELR1,1755.4809999999998
2026-03-03,MUWAWF1,1804.241
2026-03-03,MUWAWF2,2757.4729999999995
2026-03-03,MWPS1PV1,2233.946
2026-03-03,MWPS2PV1,2208.4039999999995
2026-03-03,MWPS3PV1,2179.121
2026-03-03,MWPS4PV1,2165.911
2026-03-03,NBHWF1,3126.6549999999997
2026-03-03,NESBESS1,51.1
2026-03-03,NESBESS2,51.1
2026-03-03,NEVERSF1,1795.9589999999996
2026-03-03,NEWENSF1,1902.1950000000002
2026-03-03,NEWENSF2,1902.1950000000002
2026-03-03,NPS,3710.296
2026-03-03,NUMURSF1,1781.4270000000001
2026-03-03,NYNGAN1,2422.75
2026-03-03,OAKEY1,4399.544
2026-03-03,OAKEY1SF,1995.2100000000003
2026-03-03,OAKEY2,4399.544
2026-03-03,OAKEY2SF,1989.4740000000002
2026-03-03,OAKLAND1,3009.657
2026-03-03,ORABESS1,1890.8449999999998
2026-03-03,OSB-AG,6158.726000000001
2026-03-03,PAREPS1,1757.378
2026-03-03,PAREPW1,1757.378
2026-03-03,PARSF1,1792.711
2026-03-03,PIBESS1,2313.2245000000003
2026-03-03,POAT110,1981.4649999999997
2026-03-03,POAT220,1998.0910000000003
2026-03-03,POR01,4276.9710000000005
2026-03-03,POR03,4284.06
2026-03-03,PPCCGT,3921.9730000000004
2026-03-03,PTSTAN1,3547.1639999999998
2026-03-03,PUMP1,2076.0600000000004
2026-03-03,PUMP2,2075.61
2026-03-03,QBYNB1,2430.3145
2026-03-03,QPS1,6459.387
2026-03-03,QPS2,6459.387
2026-03-03,QPS3,6459.387
2026-03-03,QPS4,6459.387
2026-03-03,QPS5,6412.785999999998
2026-03-03,QPSFB1,1778.0280000000002
2026-03-03,QPSFB2,1627.6
2026-03-03,RANGEB1,3081.4450000000006
2026-03-03,REECE1,1867.9560000000001
2026-03-03,REECE2,1864.7490000000003
2026-03-03,RESS1,1969.9279999999999
2026-03-03,RIVNB2,1839.7605000000003
2026-03-03,ROMA_7,5795.445
2026-03-03,ROMA_8,5795.445
2026-03-03,RRSF1,2065.437
2026-03-03,RT_NSW1,1412.7
2026-03-03,RT_NSW2,1412.7
2026-03-03,RT_NSW3,1412.7
2026-03-03,RT_NSW4,1412.7
2026-03-03,RT_NSW5,1412.7
2026-03-03,RT_NSW6,1412.7
2026-03-03,RT_QLD1,1412.7
2026-03-03,RT_SA1,1412.7
2026-03-03,RT_SA2,1412.7
2026-03-03,RT_SA3,1412.7
2026-03-03,RT_SA4,1412.7
2026-03-03,RT_SA5,1412.7
2026-03-03,RT_SA6,1412.7
2026-03-03,RT_TAS1,1412.7
2026-03-03,RT_VIC1,1412.7
2026-03-03,RT_VIC10,1412.7
2026-03-03,RT_VIC11,1412.7
2026-03-03,RT_VIC12,1412.7
2026-03-03,RT_VIC2,1412.7
2026-03-03,RT_VIC3,1412.7
2026-03-03,RT_VIC4,1412.7
2026-03-03,RT_VIC5,1412.7
2026-03-03,RT_VIC6,1412.7
2026-03-03,RT_VIC7,1412.7
2026-03-03,RT_VIC8,1412.7
2026-03-03,RT_VIC9,1412.7
2026-03-03,RUGBYR1,1795.357
2026-03-03,RYANCWF1,1729.459
2026-03-03,RYEPARK1,2309.737
2026-03-03,SALTCRK1,2409.6540000000005
2026-03-03,SAPHWF1,2078.824
2026-03-03,SEBSF1,2321.861
2026-03-03,SHGEN,3704.514
2026-03-03,SHPUMP,2309.585
2026-03-03,SITHE01,2763.4710000000005
2026-03-03,SMCSF1,2911.8039999999996
2026-03-03,SMTHBES1,4831.33
2026-03-03,SNAPPER1,3158.9880000000003
2026-03-03,SNB01,2081.4735
2026-03-03,SNB02,2085.3599999999997
2026-03-03,SNOWNTH1,2122.3590000000004
2026-03-03,SNOWSTH1,2083.175
2026-03-03,SNOWTWN1,2360.1829999999995
2026-03-03,SNOWYP,-21.76400000000001
2026-03-03,SNUG1,4082.561
2026-03-03,SRSF1,2772.053
2026-03-03,STAN-1,2074.982
2026-03-03,STAN-2,2074.982
2026-03-03,STAN-3,2074.982
2026-03-03,STAN-4,2074.982
2026-03-03,STARHLWF,1952.9550000000004
2026-03-03,STOCKYD1,1882.5100000000002
2026-03-03,STUBSF1,2119.922
2026-03-03,STUBSF2,2119.922
2026-03-03,STWF1,2474.761
2026-03-03,SUNRSF1,2608.862
2026-03-03,SUNTPSF1,2444.107
2026-03-03,SWANBBF1,1749.2405000000003
2026-03-03,SWAN_E,3839.779
2026-03-03,TALWA1,5127.573999999999
2026-03-03,TALWB1,5208.279
2026-03-03,TARALGA1,2393.6310000000003
2026-03-03,TARBESS1,1996.6605000000004
2026-03-03,TARONG#1,1996.7909999999997
2026-03-03,TARONG#2,1996.7909999999997
2026-03-03,TARONG#3,1996.7909999999997
2026-03-03,TARONG#4,1996.7909999999997
2026-03-03,TARRALEA,1911.8780000000002
2026-03-03,TB2B1,1555.8955
2026-03-03,TB2SF1,2355.824
2026-03-03,TBSF1,1943.4
2026-03-03,TEMPB1,2328.281
2026-03-03,TIB1,3190.8985000000002
2026-03-03,TNPS1,1998.0240000000001
2026-03-03,TORRB1,4690.1669999999995
2026-03-03,TORRB2,4690.1669999999995
2026-03-03,TORRB3,4690.1669999999995
2026-03-03,TORRB4,4690.1669999999995
2026-03-03,TREVALLN,1999.7550000000003
2026-03-03,TRGBESS1,1927.515
2026-03-03,TRIBUTE,1880.4560000000001
2026-03-03,TUMUT3,1924.137
2026-03-03,TUNGATIN,1839.0870000000002
2026-03-03,TVCC201,2029.8880000000001
2026-03-03,TVPP104,2026.9870000000003
2026-03-03,ULPBESS1,2443.7389999999996
2026-03-03,UPPTUMUT,1979.685
2026-03-03,URANQ11,3090.8829999999994
2026-03-03,URANQ12,3090.8829999999994
2026-03-03,URANQ13,3090.8829999999994
2026-03-03,URANQ14,3090.8829999999994
2026-03-03,VBB1,2762.7475
2026-03-03,VP5,3850.6399999999994
2026-03-03,VP6,3850.6399999999994
2026-03-03,VPGS1,2159.192
2026-03-03,VPGS2,2159.2039999999997
2026-03-03,VPGS3,2159.204
2026-03-03,VPGS4,2159.196
2026-03-03,VPGS5,2159.2
2026-03-03,VPGS6,2159.1940000000004
2026-03-03,W/HOE#1,3826.97
2026-03-03,W/HOE#2,3816.9550000000004
2026-03-03,WAGGNSF1,2293.82
2026-03-03,WALGRV1,4517.392000000002
2026-03-03,WAMBOWF1,2067.155
2026-03-03,WANDB1,3278.5285000000003
2026-03-03,WANDSF1,1921.506
2026-03-03,WARWSF1,2193.999
2026-03-03,WARWSF2,2191.7929999999997
2026-03-03,WATERLWF,2122.9550000000004
2026-03-03,WDBESS1,3221.2349999999997
2026-03-03,WDBESS2,2866.853
2026-03-03,WDGPH1,1840.462
2026-03-03,WELLSF1,2049.4289999999996
2026-03-03,WELNSF1,2230.531
2026-03-03,WEMENSF1,3495.5869999999995
2026-03-03,WGWF1,3448.571
2026-03-03,WHITSF1,3519.7399999999993
2026-03-03,WINTSF1,2338.514
2026-03-03,WKIEWA1,3444.4519999999998
2026-03-03,WKIEWA2,3444.4519999999998
2026-03-03,WLWLSF1,2007.893
2026-03-03,WLWLSF2,2007.893
2026-03-03,WOLARSF1,2486.313
2026-03-03,WOODLWN1,3498.0440000000003
2026-03-03,WOOLGSF1,2194.246
2026-03-03,WPWF,2669.2399999999993
2026-03-03,WRSF1,1600.508
2026-03-03,WRWF1,2027.9600000000003
2026-03-03,WSTWYSF1,1881.163
2026-03-03,WTAHB1,2573.4764999999998
2026-03-03,WUNUSF1,2075.3630000000003
2026-03-03,WYASF1,1916.5240000000001
2026-03-03,YABULU,2978.5130000000004
2026-03-03,YABULU2,3018.82
2026-03-03,YARANSF1,2619.5209999999997
2026-03-03,YARWUN_1,1087.949
2026-03-03,YATSF1,2210.324
2026-03-03,YENDWF1,2364.117
2026-03-03,YWPS1,3671.196
2026-03-03,YWPS2,3642.7349999999997
2026-03-03,YWPS3,3642.7349999999997
2026-03-03,YWPS4,3642.7349999999997
2026-03-04,ADPBA1,728.5
2026-03-04,ADPPV1,2272.065
2026-03-04,AGLHAL,5115.82
2026-03-04,AGLSOM,3382.0619999999994
2026-03-04,ALDGASF1,1755.5090000000005
2026-03-04,ANGAST1,3545.004000000001
2026-03-04,ARWF1,1941.3939999999996
2026-03-04,AVLSF1,1575.0649999999998
2026-03-04,BALB1,147.10150000000002
2026-03-04,BALDHWF1,1774.3310000000001
2026-03-04,BANGOWF1,2252.5899999999997
2026-03-04,BANGOWF2,2279.4359999999997
2026-03-04,BANN1,1539.3999999999996
2026-03-04,BARCALDN,3200.947
2026-03-04,BARKIPS1,4355.193
2026-03-04,BARRON-1,3109.13
2026-03-04,BARRON-2,3109.13
2026-03-04,BASTYAN,1895.666
2026-03-04,BBATTERY1,2575.3084999999996
2026-03-04,BBTHREE1,2027.0050000000003
2026-03-04,BBTHREE2,2027.0230000000004
2026-03-04,BBTHREE3,2027.041
2026-03-04,BDL01,4400.111
2026-03-04,BDL02,4400.112
2026-03-04,BERYLSF1,2366.576
2026-03-04,BHB1,3204.124
2026-03-04,BLOWERNG,-71.59899999999999
2026-03-04,BLUEGSF1,2678.4080000000004
2026-03-04,BLUFF1,2817.2470000000003
2026-03-04,BLYTHB1,3207.134
2026-03-04,BNGSF1,1923.1200000000001
2026-03-04,BNGSF2,1923.1200000000001
2026-03-04,BOCORWF1,2226.1709999999994
2026-03-04,BODWF1,3482.8
2026-03-04,BOLIVPS1,4843.553999999999
2026-03-04,BOMENSF1,2673.288
2026-03-04,BOWWBA1,728.5
2026-03-04,BOWWPV1,2179.978
2026-03-04,BRAEMAR1,2914.8769999999995
2026-03-04,BRAEMAR2,3080.3059999999996
2026-03-04,BRAEMAR3,3493.064
2026-03-04,BRAEMAR5,3801.5509999999995
2026-03-04,BRAEMAR6,3801.5509999999995
2026-03-04,BRAEMAR7,3801.5509999999995
2026-03-04,BRDDSF01,2210.674
2026-03-04,BRNDBES1,3212.249
2026-03-04,BROKENH1,2341.982
2026-03-04,BRYB1WF1,1589.0629999999999
2026-03-04,BRYB2WF2,2390.8779999999997
2026-03-04,BULBES1,2665.6749999999993
2026-03-04,BULGANA1,1719.8049999999996
2026-03-04,BUNGAMB1,3462.2659999999996
2026-03-04,BUSF1,1748.605
2026-03-04,BW01,3924.9600000000005
2026-03-04,BW02,3924.9600000000005
2026-03-04,BW03,3923.923
2026-03-04,BW04,3923.923
2026-03-04,CALL_B_1,2806.395
2026-03-04,CALL_B_2,2806.395
2026-03-04,CAPBES1,3217.5854999999997
2026-03-04,CATHROCK,1768.091
2026-03-04,CBWWBA1,728.5
2026-03-04,CETHANA,1922.7689999999998
2026-03-04,CG1,2164.3149999999996
2026-03-04,CG2,2164.3389999999995
2026-03-04,CG3,2164.323
2026-03-04,CG4,2164.331
2026-03-04,CGBESS01,3436.4674999999997
2026-03-04,CHBESS1,1938.0985
2026-03-04,CHILDSF1,2775.1090000000004
2026-03-04,CHYTWF1,3200.745
2026-03-04,CLARESF1,2162.339
2026-03-04,CLEMGPWF,2438.708
2026-03-04,CLERMSF1,2249.2539999999995
2026-03-04,CLRKCWF1,1798.6559999999997
2026-03-04,CLRKCWF2,2297.714
2026-03-04,CNUNDAWF,1867.2659999999996
2026-03-04,COHUNSF1,1746.0429999999997
2026-03-04,COLEASF1,1734.3049999999998
2026-03-04,COLUMSF1,2380.639
2026-03-04,COLWF01,2645.704
2026-03-04,COOPGWF1,2780.8199999999997
2026-03-04,CPP_3,2764.579
2026-03-04,CPP_4,2764.579
2026-03-04,CPSA,3358.072
2026-03-04,CROOKWF2,2020.539
2026-03-04,CROOKWF3,1696.0369999999998
2026-03-04,CROWLWF1,2238.111
2026-03-04,CRURWF1,2291.156
2026-03-04,CRWARP1,1959.4210000000003
2026-03-04,CRWASF1,2312.718
2026-03-04,CSPVPS1,1675.6289999999997
2026-03-04,CTHLWF1,2772.2709999999997
2026-03-04,CUSF1,1849.895
2026-03-04,DALNTH1,3737.0020000000004
2026-03-04,DARLSF1,2301.019
2026-03-04,DARTM1,4092.7399999999993
2026-03-04,DAYDSF1,3692.631
2026-03-04,DDPS1,3534.303
2026-03-04,DDSF1,2984.2470000000003
2026-03-04,DEVILS_G,1951.711
2026-03-04,DG_NSW1,1412.7
2026-03-04,DG_QLD1,1412.7
2026-03-04,DG_SA1,1412.7
2026-03-04,DG_TAS1,1412.7
2026-03-04,DG_VIC1,1412.7
2026-03-04,DPNTB1,1842.1559999999997
2026-03-04,DRVIOT06,51.1
2026-03-04,DRXNAD01,2075.0
2026-03-04,DRXNAE01,2075.0
2026-03-04,DRXNDA01,2077.83
2026-03-04,DRXNDA02,2077.63
2026-03-04,DRXNDA03,2077.63
2026-03-04,DRXNDA04,2077.63
2026-03-04,DRXNDB04,2075.0
2026-03-04,DRXNDE01,2777.83
2026-03-04,DRXNDJ01,2095.0299999999997
2026-03-04,DRXNDW01,2075.0
2026-03-04,DRXNFF01,2075.0
2026-03-04,DRXNFS01,2077.6
2026-03-04,DRXNQX01,2075.0
2026-03-04,DRXNSS01,2075.0
2026-03-04,DRXNTM02,4992.6
2026-03-04,DRXNVS01,2075.0
2026-03-04,DRXQDA01,2078.5
2026-03-04,DRXQQE01,2075.0
2026-03-04,DRXSQS01,2078.6
2026-03-04,DRXVAE01,51.1
2026-03-04,DRXVDJ01,2075.23
2026-03-04,DRXVDP01,2165.0
2026-03-04,DRXVDX01,2775.0299999999997
2026-03-04,DRXVQP01,2775.23
2026-03-04,DRXVQX01,2775.0299999999997
2026-03-04,DRXVQX02,2075.0
2026-03-04,DRYCGT1,5114.236
2026-03-04,DRYCGT2,4461.176
2026-03-04,DRYCGT3,5088.072
2026-03-04,DULAWF1,2722.7310000000007
2026-03-04,DUNDWF1,2462.25
2026-03-04,DUNDWF2,2514.356
2026-03-04,DUNDWF3,2442.1690000000003
2026-03-04,EDENVSF1,2761.74
2026-03-04,EILDON1,3512.3959999999997
2026-03-04,EILDON2,3512.3959999999997
2026-03-04,ELAINWF1,2406.782
2026-03-04,EMERASF1,1765.227
2026-03-04,ER01,3649.422
2026-03-04,ER02,3649.422
2026-03-04,ER03,3652.387
2026-03-04,ER04,3652.387
2026-03-04,ERB01,1525.6130000000005
2026-03-04,FINLYSF1,1951.4029999999998
2026-03-04,FISHER,1934.9080000000001
2026-03-04,FLYCRKWF,2241.173
2026-03-04,GANGARR1,1896.488
2026-03-04,GANNB1,1826.3980000000004
2026-03-04,GANNSF1,2173.898
2026-03-04,GESF1,1703.6899999999998
2026-03-04,GIRGSF,1734.1329999999998
2026-03-04,GLENSF1,2094.442
2026-03-04,GLRWNSF1,2363.254
2026-03-04,GNNDHSF1,2200.578
2026-03-04,GOESF1,1967.113
2026-03-04,GOONSF1,2666.278
2026-03-04,GORDON,1947.2400000000005
2026-03-04,GPWFEST1,2157.57
2026-03-04,GPWFEST2,2157.57
2026-03-04,GPWFEST3,2152.6040000000003
2026-03-04,GPWFWST1,2158.233
2026-03-04,GPWFWST2,2158.233
2026-03-04,GRANWF1,2097.9109999999996
2026-03-04,GREENB1,2003.3090000000004
2026-03-04,GSTONE1,2073.344
2026-03-04,GSTONE2,2073.344
2026-03-04,GSTONE3,2068.085
2026-03-04,GSTONE4,2068.085
2026-03-04,GSTONE5,2073.344
2026-03-04,GSTONE6,2073.344
2026-03-04,GSWF1A,1839.5220000000002
2026-03-04,GSWF1B1,1839.5489999999998
2026-03-04,GULLRSF1,2380.396
2026-03-04,GULLRWF1,2403.4440000000004
2026-03-04,GULLRWF2,2403.4440000000004
2026-03-04,GUNNING1,1753.3830000000003
2026-03-04,GUSF1,2206.377
2026-03-04,GUTHEGA,1907.9899999999998
2026-03-04,HALLWF1,2931.808
2026-03-04,HALLWF2,2914.5170000000003
2026-03-04,HAMISF1,2586.084
2026-03-04,HAUGHT11,2536.239
2026-03-04,HAYMSF1,2660.279
2026-03-04,HBESS1,1724.8845000000001
2026-03-04,HD1WF1,1677.702
2026-03-04,HDWF1,3455.843
2026-03-04,HDWF2,3454.4089999999997
2026-03-04,HDWF3,3454.505
2026-03-04,HEZ1,2338.542
2026-03-04,HILLSTN1,1780.8580000000002
2026-03-04,HPR1,2849.673
2026-03-04,HUMENSW,2063.448
2026-03-04,HUMEV,2132.2390000000005
2026-03-04,HUNTER1,2144.329
2026-03-04,HUNTER2,2144.3360000000002
2026-03-04,HVWWBA1,728.908
2026-03-04,HVWWPV1,2341.982
2026-03-04,JBUTTERS,1904.9330000000002
2026-03-04,JEMALNG1,1716.9059999999995
2026-03-04,JLA01,5271.556000000001
2026-03-04,JLA02,5271.556000000001
2026-03-04,JLA03,5271.556000000001
2026-03-04,JLA04,5271.556000000001
2026-03-04,JLB01,5271.55
2026-03-04,JLB02,5271.55
2026-03-04,JLB03,5271.55
2026-03-04,JUNEESF1,2252.629
2026-03-04,KABANWF1,1777.8780000000002
2026-03-04,KAREEYA1,1944.609
2026-03-04,KAREEYA2,1944.6290000000001
2026-03-04,KAREEYA3,1944.5990000000002
2026-03-04,KAREEYA4,1944.619
2026-03-04,KARSF1,2156.2249999999995
2026-03-04,KEPSF1,1655.9029999999998
2026-03-04,KEPWF1,1655.9029999999998
2026-03-04,KERNGSP1,2338.578
2026-03-04,KESSB1,3135.1549999999997
2026-03-04,KIAMSF1,1442.8319999999999
2026-03-04,KIATAWF1,1998.4649999999997
2026-03-04,KIDSPHG1,51.1
2026-03-04,KIDSPHG2,51.1
2026-03-04,KIDSPHL1,51.1
2026-03-04,KIDSPHL2,51.1
2026-03-04,KINGASF1,1875.0030000000006
2026-03-04,KPP_1,2788.777
2026-03-04,KSP1,1786.503
2026-03-04,LADBROK1,6291.861999999999
2026-03-04,LADBROK2,6291.861999999999
2026-03-04,LANCSF1,1806.462
2026-03-04,LBB1,3582.468
2026-03-04,LDBESS1,3388.2125
2026-03-04,LEM_WIL,1963.986
2026-03-04,LGAPBS1,3400.840999999999
2026-03-04,LGAPWF1,2364.019
2026-03-04,LGAPWF2,2364.019
2026-03-04,LILYSF1,3682.0600000000004
2026-03-04,LIMBESS1,1430.7455000000002
2026-03-04,LIMOSF11,1772.5919999999999
2026-03-04,LIMOSF21,1799.6029999999998
2026-03-04,LI_WY_CA,2000.378
2026-03-04,LKBONNY1,1678.527
2026-03-04,LKBONNY2,1673.809
2026-03-04,LKBONNY3,1678.423
2026-03-04,LK_ECHO,1890.524
2026-03-04,LNGS1,2195.85
2026-03-04,LNGS2,2195.835
2026-03-04,LONSDALE,3551.8089999999997
2026-03-04,LOYYB1,1930.532
2026-03-04,LOYYB2,1930.532
2026-03-04,LVES1,1668.315
2026-03-04,LYA1,1979.038
2026-03-04,LYA2,1979.038
2026-03-04,LYA3,1979.038
2026-03-04,LYA4,1979.038
2026-03-04,MACARTH1,3180.862
2026-03-04,MACKNTSH,1867.239
2026-03-04,MANNSF2,2408.961
2026-03-04,MANNUMB1,1117.0490000000002
2026-03-04,MANSLR1,3680.165
2026-03-04,MAPS2PV1,2256.3349999999996
2026-03-04,MAPS3PV1,2252.98
2026-03-04,MARYRSF1,1842.7939999999999
2026-03-04,MBPS2PV1,2226.32
2026-03-04,MCINTYR1,1867.461
2026-03-04,MCKAY1,3499.4309999999996
2026-03-04,MEADOWBK,1991.4190000000003
2026-03-04,MERCER01,2461.4820000000004
2026-03-04,METZSF1,2263.9259999999995
2026-03-04,MEWF1,1844.107
2026-03-04,MIDDLSF1,1737.3970000000002
2026-03-04,MINTARO,4632.816
2026-03-04,MLB01,51.1
2026-03-04,MOKOSF1,2281.011
2026-03-04,MOLNGSF1,2105.773
2026-03-04,MOORAWF1,2076.0060000000003
2026-03-04,MOREESF1,1696.839
2026-03-04,MORTLK11,3832.286
2026-03-04,MORTLK12,3832.1160000000004
2026-03-04,MOUSF1,2073.492
2026-03-04,MP1,5005.532
2026-03-04,MP2,5005.532
2026-03-04,MPP_1,3320.2419999999997
2026-03-04,MPP_2,3320.2419999999997
2026-03-04,MREHA1,1048.9825
2026-03-04,MREHA2,1075.8590000000002
2026-03-04,MREHA3,1025.8525000000002
2026-03-04,MRTLSWF1,1835.6510000000003
2026-03-04,MSTUART1,6193.464
2026-03-04,MSTUART2,6193.464
2026-03-04,MSTUART3,6193.464
2026-03-04,MTGELWF1,1858.1560000000002
2026-03-04,MTMILLAR,2418.7799999999997
2026-03-04,MUCRKSF1,1849.3190000000006
2026-03-04,MURRAY,2065.942
2026-03-04,MUSSELR1,1755.4809999999998
2026-03-04,MUWAWF1,1804.241
2026-03-04,MUWAWF2,2757.4729999999995
2026-03-04,MWPS1PV1,2233.946
2026-03-04,MWPS2PV1,2208.4039999999995
2026-03-04,MWPS3PV1,2179.121
2026-03-04,MWPS4PV1,2165.911
2026-03-04,NBHWF1,3126.6549999999997
2026-03-04,NESBESS1,51.1
2026-03-04,NESBESS2,51.1
2026-03-04,NEVERSF1,1795.9589999999996
2026-03-04,NEWENSF1,1902.1950000000002
2026-03-04,NEWENSF2,1902.1950000000002
2026-03-04,NPS,3710.296
2026-03-04,NUMURSF1,1781.4270000000001
2026-03-04,NYNGAN1,2422.75
2026-03-04,OAKEY1,4399.544
2026-03-04,OAKEY1SF,1995.2100000000003
2026-03-04,OAKEY2,4399.544
2026-03-04,OAKEY2SF,1989.4740000000002
2026-03-04,OAKLAND1,3009.657
2026-03-04,ORABESS1,1890.8450000000005
2026-03-04,OSB-AG,6158.726000000001
2026-03-04,PAREPS1,1757.378
2026-03-04,PAREPW1,1757.378
2026-03-04,PARSF1,1792.711
2026-03-04,PIBESS1,2313.2245000000003
2026-03-04,POAT110,1981.4649999999997
2026-03-04,POAT220,1998.0910000000003
2026-03-04,POR01,4276.9710000000005
2026-03-04,POR03,4284.06
2026-03-04,PPCCGT,3920.476000000001
2026-03-04,PTSTAN1,3547.1639999999998
2026-03-04,PUMP1,2076.0600000000004
2026-03-04,PUMP2,2075.61
2026-03-04,QBYNB1,2430.3144999999995
2026-03-04,QPS1,6459.387
2026-03-04,QPS2,6459.387
2026-03-04,QPS3,6459.387
2026-03-04,QPS4,6459.387
2026-03-04,QPS5,6412.786
2026-03-04,QPSFB1,1778.0280000000002
2026-03-04,QPSFB2,1627.6
2026-03-04,RANGEB1,3130.6175000000003
2026-03-04,REECE1,1867.9560000000001
2026-03-04,REECE2,1864.7490000000003
2026-03-04,RESS1,2788.508
2026-03-04,RIVNB2,1839.7605000000003
2026-03-04,ROMA_7,5795.445
2026-03-04,ROMA_8,5795.445
2026-03-04,RRSF1,2065.437
